FUNCTION;Process;Function;Invocations;Excl. Time (s);Incl. Time (s)
COUNTER;Process 0(1);131072_2048_100000;DRAM_ENERGY:PACKAGE0;5.68293216e+09;5.68293216e+09
COUNTER;Process 0(1);131072_4096_100000;PAPI_FP_INS;23584.6139;23584.6139
COUNTER;Process 0(1);131072_4096_100000;PAPI_TOT_INS;4.99286116e+09;4.99286116e+09
COUNTER;Process 0(1);131072_4096_100000;PAPI_L3_TCM;0.133121558;0.133121558
COUNTER;Process 0(1);131072_4096_100000;PP0_ENERGY:PACKAGE0;1.62845756e+10;1.62845756e+10
COUNTER;Process 0(1);131072_4096_100000;DRAM_ENERGY:PACKAGE0;5.49729715e+09;5.49729715e+09
COUNTER;Process 0(1);262144_1_100000;PAPI_FP_INS;15757.7684;15757.7684
COUNTER;Process 0(1);262144_1_100000;PAPI_TOT_INS;5.00106561e+09;5.00106561e+09
COUNTER;Process 0(1);262144_1_100000;PAPI_L3_TCM;0.184672891;0.184672891
COUNTER;Process 0(1);262144_1_100000;PP0_ENERGY:PACKAGE0;1.63767948e+10;1.63767948e+10
COUNTER;Process 0(1);262144_1_100000;DRAM_ENERGY:PACKAGE0;5.09254038e+09;5.09254038e+09
COUNTER;Process 0(1);262144_2_100000;PAPI_FP_INS;15792.3845;15792.3845
COUNTER;Process 0(1);262144_2_100000;PAPI_TOT_INS;5.0012614e+09;5.0012614e+09
COUNTER;Process 0(1);262144_2_100000;PAPI_L3_TCM;0.0926587369;0.0926587369
COUNTER;Process 0(1);262144_2_100000;PP0_ENERGY:PACKAGE0;1.63747087e+10;1.63747087e+10
COUNTER;Process 0(1);262144_2_100000;DRAM_ENERGY:PACKAGE0;4.89406267e+09;4.89406267e+09
COUNTER;Process 0(1);262144_4_100000;PAPI_FP_INS;15962.821;15962.821
COUNTER;Process 0(1);262144_4_100000;PAPI_TOT_INS;5.00083784e+09;5.00083784e+09
COUNTER;Process 0(1);262144_4_100000;PAPI_L3_TCM;0.187006964;0.187006964
COUNTER;Process 0(1);262144_4_100000;PP0_ENERGY:PACKAGE0;1.63847389e+10;1.63847389e+10
COUNTER;Process 0(1);262144_4_100000;DRAM_ENERGY:PACKAGE0;4.97998353e+09;4.97998353e+09
COUNTER;Process 0(1);262144_8_100000;PAPI_FP_INS;16372.4407;16372.4407
COUNTER;Process 0(1);262144_8_100000;PAPI_TOT_INS;5.0005239e+09;5.0005239e+09
COUNTER;Process 0(1);262144_8_100000;PAPI_L3_TCM;0.380462451;0.380462451
COUNTER;Process 0(1);262144_8_100000;PP0_ENERGY:PACKAGE0;1.63982271e+10;1.63982271e+10
COUNTER;Process 0(1);262144_8_100000;DRAM_ENERGY:PACKAGE0;4.87275793e+09;4.87275793e+09
COUNTER;Process 0(1);262144_16_100000;PAPI_FP_INS;16948.8894;16948.8894
COUNTER;Process 0(1);262144_16_100000;PAPI_TOT_INS;5.00008894e+09;5.00008894e+09
COUNTER;Process 0(1);262144_16_100000;PAPI_L3_TCM;0.0984564809;0.0984564809
COUNTER;Process 0(1);262144_16_100000;PP0_ENERGY:PACKAGE0;1.63934668e+10;1.63934668e+10
COUNTER;Process 0(1);262144_16_100000;DRAM_ENERGY:PACKAGE0;4.94627537e+09;4.94627537e+09
COUNTER;Process 0(1);262144_32_100000;PAPI_FP_INS;16791.6362;16791.6362
COUNTER;Process 0(1);262144_32_100000;PAPI_TOT_INS;5.00012997e+09;5.00012997e+09
COUNTER;Process 0(1);262144_32_100000;PAPI_L3_TCM;0.0976984979;0.0976984979
COUNTER;Process 0(1);262144_32_100000;PP0_ENERGY:PACKAGE0;1.63937218e+10;1.63937218e+10
COUNTER;Process 0(1);262144_32_100000;DRAM_ENERGY:PACKAGE0;4.92014263e+09;4.92014263e+09
COUNTER;Process 0(1);262144_64_100000;PAPI_FP_INS;16529.7572;16529.7572
COUNTER;Process 0(1);262144_64_100000;PAPI_TOT_INS;5.00023273e+09;5.00023273e+09
COUNTER;Process 0(1);262144_64_100000;PAPI_L3_TCM;0.385001653;0.385001653
COUNTER;Process 0(1);262144_64_100000;PP0_ENERGY:PACKAGE0;1.63967842e+10;1.63967842e+10
COUNTER;Process 0(1);262144_64_100000;DRAM_ENERGY:PACKAGE0;5.06164879e+09;5.06164879e+09
COUNTER;Process 0(1);262144_128_100000;PAPI_FP_INS;15939.4654;15939.4654
COUNTER;Process 0(1);262144_128_100000;PAPI_TOT_INS;5.00068975e+09;5.00068975e+09
COUNTER;Process 0(1);262144_128_100000;PAPI_L3_TCM;0.0934153751;0.0934153751
COUNTER;Process 0(1);262144_128_100000;PP0_ENERGY:PACKAGE0;1.63981144e+10;1.63981144e+10
COUNTER;Process 0(1);262144_128_100000;DRAM_ENERGY:PACKAGE0;5.27489409e+09;5.27489409e+09
COUNTER;Process 0(1);262144_256_100000;PAPI_FP_INS;15714.383;15714.383
COUNTER;Process 0(1);262144_256_100000;PAPI_TOT_INS;5.00100871e+09;5.00100871e+09
COUNTER;Process 0(1);262144_256_100000;PAPI_L3_TCM;0.0921027265;0.0921027265
COUNTER;Process 0(1);262144_256_100000;PP0_ENERGY:PACKAGE0;1.6381287e+10;1.6381287e+10
COUNTER;Process 0(1);262144_256_100000;DRAM_ENERGY:PACKAGE0;5.16743713e+09;5.16743713e+09
COUNTER;Process 0(1);262144_512_100000;PAPI_FP_INS;15355.8028;15355.8028
COUNTER;Process 0(1);262144_512_100000;PAPI_TOT_INS;5.00169336e+09;5.00169336e+09
COUNTER;Process 0(1);262144_512_100000;PAPI_L3_TCM;0.0896961578;0.0896961578
COUNTER;Process 0(1);262144_512_100000;PP0_ENERGY:PACKAGE0;1.63623866e+10;1.63623866e+10
COUNTER;Process 0(1);262144_512_100000;DRAM_ENERGY:PACKAGE0;5.03417496e+09;5.03417496e+09
COUNTER;Process 0(1);262144_1024_100000;PAPI_FP_INS;14679.3563;14679.3563
COUNTER;Process 0(1);262144_1024_100000;PAPI_TOT_INS;5.00229431e+09;5.00229431e+09
COUNTER;Process 0(1);262144_1024_100000;PAPI_L3_TCM;0.0867389696;0.0867389696
COUNTER;Process 0(1);262144_1024_100000;PP0_ENERGY:PACKAGE0;1.63593289e+10;1.63593289e+10
COUNTER;Process 0(1);262144_1024_100000;DRAM_ENERGY:PACKAGE0;5.07148737e+09;5.07148737e+09
COUNTER;Process 0(1);262144_2048_100000;PAPI_FP_INS;13667.1738;13667.1738
COUNTER;Process 0(1);262144_2048_100000;PAPI_TOT_INS;5.00336634e+09;5.00336634e+09
COUNTER;Process 0(1);262144_2048_100000;PAPI_L3_TCM;0.162951788;0.162951788
COUNTER;Process 0(1);262144_2048_100000;PP0_ENERGY:PACKAGE0;1.63274143e+10;1.63274143e+10
COUNTER;Process 0(1);262144_2048_100000;DRAM_ENERGY:PACKAGE0;5.02274842e+09;5.02274842e+09
COUNTER;Process 0(1);262144_4096_100000;PAPI_FP_INS;11669.5245;11669.5245
COUNTER;Process 0(1);262144_4096_100000;PAPI_TOT_INS;5.00514172e+09;5.00514172e+09
COUNTER;Process 0(1);262144_4096_100000;PAPI_L3_TCM;0.0715342455;0.0715342455
COUNTER;Process 0(1);262144_4096_100000;PP0_ENERGY:PACKAGE0;1.62932004e+10;1.62932004e+10
COUNTER;Process 0(1);262144_4096_100000;DRAM_ENERGY:PACKAGE0;5.20378781e+09;5.20378781e+09
COUNTER;Process 0(1);524288_1_100000;PAPI_FP_INS;7148.06065;7148.06065
COUNTER;Process 0(1);524288_1_100000;PAPI_TOT_INS;5.00949655e+09;5.00949655e+09
COUNTER;Process 0(1);524288_1_100000;PAPI_L3_TCM;0.0482686807;0.0482686807
COUNTER;Process 0(1);524288_1_100000;PP0_ENERGY:PACKAGE0;1.63767231e+10;1.63767231e+10
COUNTER;Process 0(1);524288_1_100000;DRAM_ENERGY:PACKAGE0;5.06064887e+09;5.06064887e+09
COUNTER;Process 0(1);524288_2_100000;PAPI_FP_INS;7151.13982;7151.13982
COUNTER;Process 0(1);524288_2_100000;PAPI_TOT_INS;5.0093819e+09;5.0093819e+09
COUNTER;Process 0(1);524288_2_100000;PAPI_L3_TCM;3.04217519;3.04217519
COUNTER;Process 0(1);524288_2_100000;PP0_ENERGY:PACKAGE0;1.63925603e+10;1.63925603e+10
COUNTER;Process 0(1);524288_2_100000;DRAM_ENERGY:PACKAGE0;5.09953653e+09;5.09953653e+09
COUNTER;Process 0(1);524288_4_100000;PAPI_FP_INS;7136.22923;7136.22923
COUNTER;Process 0(1);524288_4_100000;PAPI_TOT_INS;5.00883428e+09;5.00883428e+09
COUNTER;Process 0(1);524288_4_100000;PAPI_L3_TCM;11.0716419;11.0716419
COUNTER;Process 0(1);524288_4_100000;PP0_ENERGY:PACKAGE0;1.63880182e+10;1.63880182e+10
COUNTER;Process 0(1);524288_4_100000;DRAM_ENERGY:PACKAGE0;5.33049856e+09;5.33049856e+09
COUNTER;Process 0(1);524288_8_100000;PAPI_FP_INS;7184.70544;7184.70544
COUNTER;Process 0(1);524288_8_100000;PAPI_TOT_INS;5.0091074e+09;5.0091074e+09
COUNTER;Process 0(1);524288_8_100000;PAPI_L3_TCM;9.78941741;9.78941741
COUNTER;Process 0(1);524288_8_100000;PP0_ENERGY:PACKAGE0;1.63836407e+10;1.63836407e+10
COUNTER;Process 0(1);524288_8_100000;DRAM_ENERGY:PACKAGE0;5.19903812e+09;5.19903812e+09
COUNTER;Process 0(1);524288_16_100000;PAPI_FP_INS;7297.78984;7297.78984
COUNTER;Process 0(1);524288_16_100000;PAPI_TOT_INS;5.00894302e+09;5.00894302e+09
COUNTER;Process 0(1);524288_16_100000;PAPI_L3_TCM;9.14222063;9.14222063
COUNTER;Process 0(1);524288_16_100000;PP0_ENERGY:PACKAGE0;1.64016823e+10;1.64016823e+10
COUNTER;Process 0(1);524288_16_100000;DRAM_ENERGY:PACKAGE0;5.26331811e+09;5.26331811e+09
COUNTER;Process 0(1);524288_32_100000;PAPI_FP_INS;7694.81011;7694.81011
COUNTER;Process 0(1);524288_32_100000;PAPI_TOT_INS;5.0092571e+09;5.0092571e+09
COUNTER;Process 0(1);524288_32_100000;PAPI_L3_TCM;0.252678229;0.252678229
COUNTER;Process 0(1);524288_32_100000;PP0_ENERGY:PACKAGE0;1.64173924e+10;1.64173924e+10
COUNTER;Process 0(1);524288_32_100000;DRAM_ENERGY:PACKAGE0;4.90495111e+09;4.90495111e+09
COUNTER;Process 0(1);524288_64_100000;PAPI_FP_INS;7643.40428;7643.40428
COUNTER;Process 0(1);524288_64_100000;PAPI_TOT_INS;5.00926464e+09;5.00926464e+09
COUNTER;Process 0(1);524288_64_100000;PAPI_L3_TCM;0.10020063;0.10020063
COUNTER;Process 0(1);524288_64_100000;PP0_ENERGY:PACKAGE0;1.64191651e+10;1.64191651e+10
COUNTER;Process 0(1);524288_64_100000;DRAM_ENERGY:PACKAGE0;4.95212978e+09;4.95212978e+09
COUNTER;Process 0(1);524288_128_100000;PAPI_FP_INS;7464.29748;7464.29748
COUNTER;Process 0(1);524288_128_100000;PAPI_TOT_INS;5.00949514e+09;5.00949514e+09
COUNTER;Process 0(1);524288_128_100000;PAPI_L3_TCM;0.0987406241;0.0987406241
COUNTER;Process 0(1);524288_128_100000;PP0_ENERGY:PACKAGE0;1.64273446e+10;1.64273446e+10
COUNTER;Process 0(1);524288_128_100000;DRAM_ENERGY:PACKAGE0;4.89663909e+09;4.89663909e+09
COUNTER;Process 0(1);524288_256_100000;PAPI_FP_INS;7116.94364;7116.94364
COUNTER;Process 0(1);524288_256_100000;PAPI_TOT_INS;5.00985731e+09;5.00985731e+09
COUNTER;Process 0(1);524288_256_100000;PAPI_L3_TCM;0.239347285;0.239347285
COUNTER;Process 0(1);524288_256_100000;PP0_ENERGY:PACKAGE0;1.64086851e+10;1.64086851e+10
COUNTER;Process 0(1);524288_256_100000;DRAM_ENERGY:PACKAGE0;4.88237637e+09;4.88237637e+09
COUNTER;Process 0(1);524288_512_100000;PAPI_FP_INS;6927.46575;6927.46575
COUNTER;Process 0(1);524288_512_100000;PAPI_TOT_INS;5.00987746e+09;5.00987746e+09
COUNTER;Process 0(1);524288_512_100000;PAPI_L3_TCM;0.23435904;0.23435904
COUNTER;Process 0(1);524288_512_100000;PP0_ENERGY:PACKAGE0;1.63879371e+10;1.63879371e+10
COUNTER;Process 0(1);524288_512_100000;DRAM_ENERGY:PACKAGE0;5.13111339e+09;5.13111339e+09
COUNTER;Process 0(1);524288_1024_100000;PAPI_FP_INS;6630.40897;6630.40897
COUNTER;Process 0(1);524288_1024_100000;PAPI_TOT_INS;5.01013076e+09;5.01013076e+09
COUNTER;Process 0(1);524288_1024_100000;PAPI_L3_TCM;0.0911734798;0.0911734798
COUNTER;Process 0(1);524288_1024_100000;PP0_ENERGY:PACKAGE0;1.63710764e+10;1.63710764e+10
COUNTER;Process 0(1);524288_1024_100000;DRAM_ENERGY:PACKAGE0;5.03309857e+09;5.03309857e+09
COUNTER;Process 0(1);524288_2048_100000;PAPI_FP_INS;6364.22826;6364.22826
COUNTER;Process 0(1);524288_2048_100000;PAPI_TOT_INS;5.01047312e+09;5.01047312e+09
COUNTER;Process 0(1);524288_2048_100000;PAPI_L3_TCM;0.175271187;0.175271187
COUNTER;Process 0(1);524288_2048_100000;PP0_ENERGY:PACKAGE0;8.08292828e+17;8.08292828e+17
COUNTER;Process 0(1);524288_2048_100000;DRAM_ENERGY:PACKAGE0;5.19121011e+09;5.19121011e+09
COUNTER;Process 0(1);524288_4096_100000;PAPI_FP_INS;5600.19727;5600.19727
COUNTER;Process 0(1);524288_4096_100000;PAPI_TOT_INS;5.01078924e+09;5.01078924e+09
COUNTER;Process 0(1);524288_4096_100000;PAPI_L3_TCM;0.0411879152;0.0411879152
COUNTER;Process 0(1);524288_4096_100000;PP0_ENERGY:PACKAGE0;1.63401741e+10;1.63401741e+10
COUNTER;Process 0(1);524288_4096_100000;DRAM_ENERGY:PACKAGE0;5.21335207e+09;5.21335207e+09
COUNTER;Process 0(1);1048576_1_100000;PAPI_FP_INS;2688.36358;2688.36358
COUNTER;Process 0(1);1048576_1_100000;PAPI_TOT_INS;5.01532917e+09;5.01532917e+09
COUNTER;Process 0(1);1048576_1_100000;PAPI_L3_TCM;0.26223247;0.26223247
COUNTER;Process 0(1);1048576_1_100000;PP0_ENERGY:PACKAGE0;1.63643206e+10;1.63643206e+10
COUNTER;Process 0(1);1048576_1_100000;DRAM_ENERGY:PACKAGE0;5.13014078e+09;5.13014078e+09
COUNTER;Process 0(1);1048576_2_100000;PAPI_FP_INS;3024.39202;3024.39202
COUNTER;Process 0(1);1048576_2_100000;PAPI_TOT_INS;5.01466261e+09;5.01466261e+09
COUNTER;Process 0(1);1048576_2_100000;PAPI_L3_TCM;0.171093311;0.171093311
COUNTER;Process 0(1);1048576_2_100000;PP0_ENERGY:PACKAGE0;1.64050724e+10;1.64050724e+10
COUNTER;Process 0(1);1048576_2_100000;DRAM_ENERGY:PACKAGE0;5.09637145e+09;5.09637145e+09
COUNTER;Process 0(1);1048576_4_100000;PAPI_FP_INS;3067.69568;3067.69568
COUNTER;Process 0(1);1048576_4_100000;PAPI_TOT_INS;5.01453569e+09;5.01453569e+09
COUNTER;Process 0(1);1048576_4_100000;PAPI_L3_TCM;0.122276436;0.122276436
COUNTER;Process 0(1);1048576_4_100000;PP0_ENERGY:PACKAGE0;1.64152835e+10;1.64152835e+10
COUNTER;Process 0(1);1048576_4_100000;DRAM_ENERGY:PACKAGE0;5.22486635e+09;5.22486635e+09
COUNTER;Process 0(1);1048576_8_100000;PAPI_FP_INS;3054.18813;3054.18813
COUNTER;Process 0(1);1048576_8_100000;PAPI_TOT_INS;5.01449337e+09;5.01449337e+09
COUNTER;Process 0(1);1048576_8_100000;PAPI_L3_TCM;0.122451613;0.122451613
COUNTER;Process 0(1);1048576_8_100000;PP0_ENERGY:PACKAGE0;1.64045584e+10;1.64045584e+10
COUNTER;Process 0(1);1048576_8_100000;DRAM_ENERGY:PACKAGE0;5.30208421e+09;5.30208421e+09
COUNTER;Process 0(1);1048576_16_100000;PAPI_FP_INS;3026.84352;3026.84352
COUNTER;Process 0(1);1048576_16_100000;PAPI_TOT_INS;5.01459188e+09;5.01459188e+09
COUNTER;Process 0(1);1048576_16_100000;PAPI_L3_TCM;0.122788855;0.122788855
COUNTER;Process 0(1);1048576_16_100000;PP0_ENERGY:PACKAGE0;1.64043955e+10;1.64043955e+10
COUNTER;Process 0(1);1048576_16_100000;DRAM_ENERGY:PACKAGE0;5.26134058e+09;5.26134058e+09
COUNTER;Process 0(1);1048576_32_100000;PAPI_FP_INS;3085.53027;3085.53027
COUNTER;Process 0(1);1048576_32_100000;PAPI_TOT_INS;5.01455984e+09;5.01455984e+09
COUNTER;Process 0(1);1048576_32_100000;PAPI_L3_TCM;0.0742225477;0.0742225477
COUNTER;Process 0(1);1048576_32_100000;PP0_ENERGY:PACKAGE0;1.64029743e+10;1.64029743e+10
COUNTER;Process 0(1);1048576_32_100000;DRAM_ENERGY:PACKAGE0;5.23454359e+09;5.23454359e+09
COUNTER;Process 0(1);1048576_64_100000;PAPI_FP_INS;3191.20239;3191.20239
COUNTER;Process 0(1);1048576_64_100000;PAPI_TOT_INS;5.01423296e+09;5.01423296e+09
COUNTER;Process 0(1);1048576_64_100000;PAPI_L3_TCM;0.127818861;0.127818861
COUNTER;Process 0(1);1048576_64_100000;PP0_ENERGY:PACKAGE0;1.64106039e+10;1.64106039e+10
COUNTER;Process 0(1);1048576_64_100000;DRAM_ENERGY:PACKAGE0;5.24041963e+09;5.24041963e+09
COUNTER;Process 0(1);1048576_128_100000;PAPI_FP_INS;3195.20402;3195.20402
COUNTER;Process 0(1);1048576_128_100000;PAPI_TOT_INS;5.01442053e+09;5.01442053e+09
COUNTER;Process 0(1);1048576_128_100000;PAPI_L3_TCM;0.152214183;0.152214183
COUNTER;Process 0(1);1048576_128_100000;PP0_ENERGY:PACKAGE0;1.64073574e+10;1.64073574e+10
COUNTER;Process 0(1);1048576_128_100000;DRAM_ENERGY:PACKAGE0;5.27607395e+09;5.27607395e+09
COUNTER;Process 0(1);1048576_256_100000;PAPI_FP_INS;3192.56901;3192.56901
COUNTER;Process 0(1);1048576_256_100000;PAPI_TOT_INS;5.01450883e+09;5.01450883e+09
COUNTER;Process 0(1);1048576_256_100000;PAPI_L3_TCM;1.04971855;1.04971855
COUNTER;Process 0(1);1048576_256_100000;PP0_ENERGY:PACKAGE0;1.64062606e+10;1.64062606e+10
COUNTER;Process 0(1);1048576_256_100000;DRAM_ENERGY:PACKAGE0;5.15455783e+09;5.15455783e+09
COUNTER;Process 0(1);1048576_512_100000;PAPI_FP_INS;3053.74419;3053.74419
COUNTER;Process 0(1);1048576_512_100000;PAPI_TOT_INS;5.01392131e+09;5.01392131e+09
COUNTER;Process 0(1);1048576_512_100000;PAPI_L3_TCM;7.24250235;7.24250235
COUNTER;Process 0(1);1048576_512_100000;PP0_ENERGY:PACKAGE0;1.63849911e+10;1.63849911e+10
COUNTER;Process 0(1);1048576_512_100000;DRAM_ENERGY:PACKAGE0;5.59911736e+09;5.59911736e+09
COUNTER;Process 0(1);1048576_1024_100000;PAPI_FP_INS;2987.34869;2987.34869
COUNTER;Process 0(1);1048576_1024_100000;PAPI_TOT_INS;5.01490051e+09;5.01490051e+09
COUNTER;Process 0(1);1048576_1024_100000;PAPI_L3_TCM;4.07332554;4.07332554
COUNTER;Process 0(1);1048576_1024_100000;PP0_ENERGY:PACKAGE0;1.6386392e+10;1.6386392e+10
COUNTER;Process 0(1);1048576_1024_100000;DRAM_ENERGY:PACKAGE0;5.30793241e+09;5.30793241e+09
COUNTER;Process 0(1);1048576_2048_100000;PAPI_FP_INS;2891.76857;2891.76857
COUNTER;Process 0(1);1048576_2048_100000;PAPI_TOT_INS;5.01463662e+09;5.01463662e+09
COUNTER;Process 0(1);1048576_2048_100000;PAPI_L3_TCM;0.206096905;0.206096905
COUNTER;Process 0(1);1048576_2048_100000;PP0_ENERGY:PACKAGE0;1.63857714e+10;1.63857714e+10
COUNTER;Process 0(1);1048576_2048_100000;DRAM_ENERGY:PACKAGE0;5.5923975e+09;5.5923975e+09
COUNTER;Process 0(1);1048576_4096_100000;PAPI_FP_INS;2794.49961;2794.49961
COUNTER;Process 0(1);1048576_4096_100000;PAPI_TOT_INS;5.01434601e+09;5.01434601e+09
COUNTER;Process 0(1);1048576_4096_100000;PAPI_L3_TCM;0.15364886;0.15364886
COUNTER;Process 0(1);1048576_4096_100000;PP0_ENERGY:PACKAGE0;1.63720883e+10;1.63720883e+10
COUNTER;Process 0(1);1048576_4096_100000;DRAM_ENERGY:PACKAGE0;4.04901595e+17;4.04901595e+17
COUNTER;Process 0(2);4096_1_100000;PAPI_FP_INS;382819.041;382819.041
COUNTER;Process 0(2);4096_1_100000;PAPI_TOT_INS;4.15054203e+09;4.15054203e+09
COUNTER;Process 0(2);4096_1_100000;PAPI_L3_TCM;1102.28051;1102.28051
COUNTER;Process 0(2);4096_1_100000;PP0_ENERGY:PACKAGE0;1.59201926e+10;1.59201926e+10
COUNTER;Process 0(2);4096_1_100000;DRAM_ENERGY:PACKAGE0;6.71931974e+09;6.71931974e+09
COUNTER;Process 0(2);4096_2_100000;PAPI_FP_INS;708715.503;708715.503
COUNTER;Process 0(2);4096_2_100000;PAPI_TOT_INS;3.4113887e+09;3.4113887e+09
COUNTER;Process 0(2);4096_2_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);4096_2_100000;PP0_ENERGY:PACKAGE0;1.62547871e+10;1.62547871e+10
COUNTER;Process 0(2);4096_2_100000;DRAM_ENERGY:PACKAGE0;5.70325799e+09;5.70325799e+09
COUNTER;Process 0(2);4096_4_100000;PAPI_FP_INS;692647.071;692647.071
COUNTER;Process 0(2);4096_4_100000;PAPI_TOT_INS;4.28312017e+09;4.28312017e+09
COUNTER;Process 0(2);4096_4_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);4096_4_100000;PP0_ENERGY:PACKAGE0;1.61805886e+10;1.61805886e+10
COUNTER;Process 0(2);4096_4_100000;DRAM_ENERGY:PACKAGE0;5.8047661e+09;5.8047661e+09
COUNTER;Process 0(2);4096_8_100000;PAPI_FP_INS;693254.692;693254.692
COUNTER;Process 0(2);4096_8_100000;PAPI_TOT_INS;4.30041465e+09;4.30041465e+09
COUNTER;Process 0(2);4096_8_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);4096_8_100000;PP0_ENERGY:PACKAGE0;1.61465006e+10;1.61465006e+10
COUNTER;Process 0(2);4096_8_100000;DRAM_ENERGY:PACKAGE0;5.81193595e+09;5.81193595e+09
COUNTER;Process 0(2);4096_16_100000;PAPI_FP_INS;691891.73;691891.73
COUNTER;Process 0(2);4096_16_100000;PAPI_TOT_INS;4.28837157e+09;4.28837157e+09
COUNTER;Process 0(2);4096_16_100000;PAPI_L3_TCM;6.77421997;6.77421997
COUNTER;Process 0(2);4096_16_100000;PP0_ENERGY:PACKAGE0;1.60320243e+10;1.60320243e+10
COUNTER;Process 0(2);4096_16_100000;DRAM_ENERGY:PACKAGE0;5.64494211e+09;5.64494211e+09
COUNTER;Process 0(2);4096_32_100000;PAPI_FP_INS;693819.377;693819.377
COUNTER;Process 0(2);4096_32_100000;PAPI_TOT_INS;4.31449409e+09;4.31449409e+09
COUNTER;Process 0(2);4096_32_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);4096_32_100000;PP0_ENERGY:PACKAGE0;1.60670114e+10;1.60670114e+10
COUNTER;Process 0(2);4096_32_100000;DRAM_ENERGY:PACKAGE0;5.69578381e+09;5.69578381e+09
COUNTER;Process 0(2);4096_64_100000;PAPI_FP_INS;687034.425;687034.425
COUNTER;Process 0(2);4096_64_100000;PAPI_TOT_INS;4.51554868e+09;4.51554868e+09
COUNTER;Process 0(2);4096_64_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);4096_64_100000;PP0_ENERGY:PACKAGE0;1.60230625e+10;1.60230625e+10
COUNTER;Process 0(2);4096_64_100000;DRAM_ENERGY:PACKAGE0;5.84421687e+09;5.84421687e+09
COUNTER;Process 0(2);4096_128_100000;PAPI_FP_INS;660861.347;660861.347
COUNTER;Process 0(2);4096_128_100000;PAPI_TOT_INS;4.6084893e+09;4.6084893e+09
COUNTER;Process 0(2);4096_128_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);4096_128_100000;PP0_ENERGY:PACKAGE0;1.58165149e+10;1.58165149e+10
COUNTER;Process 0(2);4096_128_100000;DRAM_ENERGY:PACKAGE0;5.75819964e+09;5.75819964e+09
COUNTER;Process 0(2);4096_256_100000;PAPI_FP_INS;426493.175;426493.175
COUNTER;Process 0(2);4096_256_100000;PAPI_TOT_INS;4.46885917e+09;4.46885917e+09
COUNTER;Process 0(2);4096_256_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);4096_256_100000;PP0_ENERGY:PACKAGE0;1.52892887e+10;1.52892887e+10
COUNTER;Process 0(2);4096_256_100000;DRAM_ENERGY:PACKAGE0;5.83358312e+09;5.83358312e+09
COUNTER;Process 0(2);4096_512_100000;PAPI_FP_INS;245040.27;245040.27
COUNTER;Process 0(2);4096_512_100000;PAPI_TOT_INS;4.1002465e+09;4.1002465e+09
COUNTER;Process 0(2);4096_512_100000;PAPI_L3_TCM;0;0
COUNTER;Process 0(2);4096_512_100000;PP0_ENERGY:PACKAGE0;1.48892965e+10;1.48892965e+10
COUNTER;Process 0(2);4096_512_100000;DRAM_ENERGY:PACKAGE0;5.80172766e+09;5.80172766e+09
COUNTER;Process 0(2);4096_1024_100000;PAPI_FP_INS;138397.596;138397.596
COUNTER;Process 0(2);4096_1024_100000;PAPI_TOT_INS;4.39496304e+09;4.39496304e+09
COUNTER;Process 0(2);4096_1024_100000;PAPI_L3_TCM;4.05850119;4.05850119
COUNTER;Process 0(2);4096_1024_100000;PP0_ENERGY:PACKAGE0;1.47814879e+10;1.47814879e+10
COUNTER;Process 0(2);4096_1024_100000;DRAM_ENERGY:PACKAGE0;5.78044533e+09;5.78044533e+09
COUNTER;Process 0(2);4096_2048_100000;PAPI_FP_INS;69011.1658;69011.1658
COUNTER;Process 0(2);4096_2048_100000;PAPI_TOT_INS;4.39110904e+09;4.39110904e+09
COUNTER;Process 0(2);4096_2048_100000;PAPI_L3_TCM;0.672898904;0.672898904
COUNTER;Process 0(2);4096_2048_100000;PP0_ENERGY:PACKAGE0;1.46166485e+10;1.46166485e+10
COUNTER;Process 0(2);4096_2048_100000;DRAM_ENERGY:PACKAGE0;5.77950093e+09;5.77950093e+09
COUNTER;Process 0(2);4096_4096_100000;PAPI_FP_INS;35333.8045;35333.8045
COUNTER;Process 0(2);4096_4096_100000;PAPI_TOT_INS;4.28912359e+09;4.28912359e+09
COUNTER;Process 0(2);4096_4096_100000;PAPI_L3_TCM;0.688204677;0.688204677
COUNTER;Process 0(2);4096_4096_100000;PP0_ENERGY:PACKAGE0;1.44951535e+10;1.44951535e+10
COUNTER;Process 0(2);4096_4096_100000;DRAM_ENERGY:PACKAGE0;5.85025956e+09;5.85025956e+09
COUNTER;Process 0(2);8192_1_100000;PAPI_FP_INS;408996.463;408996.463
COUNTER;Process 0(2);8192_1_100000;PAPI_TOT_INS;3.56283619e+09;3.56283619e+09
COUNTER;Process 0(2);8192_1_100000;PAPI_L3_TCM;247.101806;247.101806
COUNTER;Process 0(2);8192_1_100000;PP0_ENERGY:PACKAGE0;1.62852251e+10;1.62852251e+10
COUNTER;Process 0(2);8192_1_100000;DRAM_ENERGY:PACKAGE0;5.74631217e+09;5.74631217e+09
COUNTER;Process 0(2);8192_2_100000;PAPI_FP_INS;420194.913;420194.913
